epoch,train_data_loss,train_physics_loss,validation_one_step_rmse_c,validation_rollout_rmse_c,learning_rate
1.0,6.945988201450657,522.6473918193095,0.35273674905584346,64.4901123046875,0.001
10.0,0.05094442009120374,7.168776751853324,0.08742268962014896,7.633845806121826,0.001
20.0,0.020549682205593264,2.5005038390288483,0.07151976397345532,5.871345043182373,0.001
30.0,0.018521200699379316,1.5208877853445104,0.05870860186810726,4.585068225860596,0.001
40.0,0.01613577940073368,1.1423675839965408,0.06273885449636028,4.459395408630371,0.001
50.0,0.01541368623037596,1.1920130980981363,0.06281761058636193,4.276451110839844,0.001
60.0,0.012035854427597007,0.7134816292169932,0.055695301691216566,4.034785270690918,0.001
70.0,0.030015656694367124,1.142198761089428,0.05475024906752329,4.024336338043213,0.001
80.0,0.014439154444010676,0.6703307570637883,0.052808927441877214,3.844107151031494,0.001
90.0,0.009610237699706812,1.1277044265656857,0.052716373889567666,3.9676504135131836,0.001
100.0,0.009671538207377936,0.7846453853555628,0.04988912451602653,3.763026714324951,0.001
110.0,0.02630759077901776,0.8650126251014503,0.07066831583719377,4.792702674865723,0.001
120.0,0.012233460603936298,0.706784827000386,0.05564671818734608,4.263387680053711,0.001
