epoch,train_data_loss,train_physics_loss,validation_one_step_rmse_c,validation_rollout_rmse_c,learning_rate
1.0,8.02825227170377,2996.4428341427365,0.39157455049997153,62.29648971557617,0.001
10.0,0.05963334775454289,89.93072245829813,0.15165678795240864,13.80459976196289,0.001
20.0,0.030121100512710778,31.47888914572226,0.13872240416150913,11.733498573303223,0.001
30.0,0.02099300508160849,19.49819281294539,0.13081976867210643,11.931840896606445,0.001
40.0,0.016345260231881528,13.370758716480152,0.12435668745665868,10.932361602783203,0.001
50.0,0.019917239017180493,10.692089060190561,0.11888537543924733,10.505565643310547,0.001
60.0,0.016433406817550594,8.840362260148332,0.11737413153537683,9.947938919067383,0.001
70.0,0.012351202813757433,7.822897344022183,0.11852905455763464,9.436861038208008,0.001
80.0,0.010831311898859771,7.015143330032761,0.1167846579253834,9.201217651367188,0.001
90.0,0.01437036626141619,6.534032362860603,0.11070895195177075,9.325093269348145,0.001
100.0,0.012523673837249344,6.418241356514596,0.11178149947165651,8.926895141601562,0.001
110.0,0.011082972898273855,5.972080472997717,0.10940920118338562,8.834568977355957,0.001
120.0,0.008676356600748525,5.676234956689783,0.11116264095320297,8.460990905761719,0.001
