epoch,train_data_loss,train_physics_loss,validation_one_step_rmse_c,validation_rollout_rmse_c,learning_rate
1.0,10.430249806996938,1611.075898206556,0.5434415228033361,63.548439025878906,0.001
68.0,0.014078129636677535,1.7410703317539111,0.15471548846360758,15.980362892150879,0.001
136.0,0.00938118313111969,2.6669517890827077,0.15871964578641873,16.701955795288086,0.001
204.0,0.007529100438428892,0.5433007585035788,0.16184071455084184,16.917463302612305,0.001
272.0,0.008361870443096033,0.9965818440591967,0.16352265619695067,16.9556827545166,0.0005
340.0,0.00453742986695992,0.27992848544507415,0.16641746784586703,17.243127822875977,0.0005
408.0,0.004097308706794236,0.2633096026407706,0.16836988285521964,17.438152313232422,0.0005
476.0,0.004264000445805691,0.31223055639782465,0.16538318304910804,16.90140151977539,0.00025
544.0,0.003464672198468769,0.2162832694279181,0.16940328327296192,17.44542121887207,0.00025
612.0,0.003390546539496328,0.22289003375414254,0.16923522921364587,17.3802490234375,0.00025
680.0,0.0031003859473039976,0.19449710153244637,0.16933945997844885,17.31948471069336,0.000125
748.0,0.0030410521575627296,0.1533879745650936,0.16882225290143565,17.21002960205078,0.000125
816.0,0.0029408794576050463,0.1451960176229477,0.16961543936325113,17.294872283935547,0.000125
820.0,0.0029161714722175857,0.14695265268957292,0.1691936161040761,17.242023468017578,6.25e-05
