epoch,train_data_loss,train_physics_loss,validation_one_step_rmse_c,validation_rollout_rmse_c,learning_rate
1.0,9.461432096120474,4043.48872730152,0.47040495736307325,59.873836517333984,0.001
68.0,0.011774273629526833,16.809916470501875,0.1566712447116016,15.528095245361328,0.001
136.0,0.008830908617961245,8.561178890434471,0.16107852755666938,15.949017524719238,0.001
204.0,0.006248352253759229,5.7757863637563345,0.16551220824803609,16.51165199279785,0.001
272.0,0.004721161516735683,4.270089737144676,0.1682486874434758,16.562227249145508,0.0005
340.0,0.0034621131002298884,3.3915100690480826,0.1688308932692819,16.45454216003418,0.0005
408.0,0.003270739727225658,2.8582950037878914,0.17078774465139895,16.647655487060547,0.0005
476.0,0.0030162317992968334,2.3904183851706016,0.16962313244628788,16.2842960357666,0.00025
544.0,0.002821276505553239,2.1782858545715746,0.1703008248450338,16.348127365112305,0.00025
612.0,0.0032026772513180164,1.9754586786837192,0.16911843514865776,16.110301971435547,0.00025
680.0,0.0029691187488670285,1.7949192730156152,0.1717568884637705,16.467426300048828,0.000125
748.0,0.002553642273100244,1.6908477067947387,0.17076973842789855,16.26036262512207,0.000125
816.0,0.0024797794660805046,1.6125082943890545,0.17122889248547693,16.323652267456055,0.000125
820.0,0.002457651623046479,1.6137871059211524,0.17165697592390997,16.397884368896484,6.25e-05
