epoch,train_data_loss,train_physics_loss,validation_rollout_rmse_c,learning_rate
1.0,0.04231503736209892,0.0,7.5590033531188965,0.0008
2.0,0.019766781239815893,0.0,4.882796287536621,0.0008
4.0,0.01618957454347599,0.0,5.774996757507324,0.0008
6.0,0.013981112339270452,0.0,4.7235426902771,0.0008
8.0,0.013555088450137458,0.0,5.138429164886475,0.0008
10.0,0.010501120412724016,0.0,4.8432722091674805,0.0008
12.0,0.011616661830350742,0.0,5.585139274597168,0.0004
