epoch,train_data_loss,train_physics_loss,validation_rollout_rmse_c,learning_rate
1.0,0.04292673564025791,0.056709336511583594,5.454650402069092,0.0008
2.0,0.023779466332133757,0.026136065663614472,7.782135009765625,0.0008
4.0,0.016023910410652226,0.0199630250734628,5.978342056274414,0.0008
6.0,0.016915859095573655,0.017469478605006136,4.334695339202881,0.0008
8.0,0.011818969293657337,0.015183360531054658,5.688272476196289,0.0008
10.0,0.01307613376620889,0.01485382079674522,5.485432147979736,0.0008
12.0,0.01172440160558785,0.013461899288241552,5.8539862632751465,0.0004
