epoch,train_data_loss,train_physics_loss,validation_one_step_rmse_c,validation_rollout_rmse_c,learning_rate
1.0,0.9868407513300578,156.49114201863605,0.675830299661497,103.54286193847656,0.001
5.0,0.945823659102122,7.014459601084392,0.6551070236296967,101.31182098388672,0.001
10.0,0.8625758770306905,2.775714063008626,0.5987024970583547,95.14313507080078,0.001
15.0,0.6871048733393351,2.966891763687134,0.4539838836987474,72.61650085449219,0.001
20.0,0.5823577949206035,2.787802575429281,0.38913544077961937,56.45835876464844,0.001
25.0,0.5021907634735108,1.4202178316116334,0.36743486341570775,52.660762786865234,0.001
30.0,0.38385500605901085,1.416333527247111,0.36835953699000223,86.21558380126953,0.001
35.0,0.2153261339267095,1.5975628299713134,0.40207185458005884,143.0570526123047,0.001
40.0,0.09300979151328405,1.5141158011754354,0.39265232278153706,148.1043701171875,0.0005
45.0,0.07491257331768672,1.0873757298787434,0.3340700070939577,108.34358215332031,0.0005
50.0,0.06694304998715718,0.7316012358665467,0.2948556439399689,82.65657806396484,0.0005
55.0,0.06058867226044337,0.5906075676282246,0.28104401514585475,74.75031280517578,0.00025
60.0,0.05725774360696475,0.5435049511591593,0.2761128693977926,72.61156463623047,0.00025
65.0,0.05458246906598409,0.5079315142631531,0.2693797229672802,69.06694793701172,0.00025
70.0,0.05201088481148084,0.47548663600285845,0.2614824301275378,65.02058410644531,0.000125
75.0,0.05056874510645867,0.4567199091116587,0.2578152358361143,62.912818908691406,0.000125
80.0,0.04931493093570073,0.44266547020276387,0.25399006671732394,61.273597717285156,0.000125
85.0,0.0480597943464915,0.4293699379762014,0.2503942848376354,59.25986099243164,6.25e-05
90.0,0.047351523200670875,0.4215481015841166,0.24841232957460463,58.492652893066406,6.25e-05
95.0,0.046710271328687665,0.4152103641827901,0.24646905663669552,57.53982925415039,6.25e-05
100.0,0.04606892969210943,0.408652552207311,0.2445102772355421,56.53813171386719,3.125e-05
