epoch,train_data_loss,train_physics_loss,validation_rollout_rmse_c,learning_rate
1.0,1.4424308870462763,0.5275532710415062,20.48294448852539,0.0008
5.0,0.02396424118543717,0.018099445888945836,6.075012683868408,0.0008
10.0,0.01704955577300299,0.012188507748494498,5.70867395401001,0.0008
15.0,0.011560813310419495,0.00913390492634671,5.953383445739746,0.0008
20.0,0.010098003836800474,0.007913292240090703,5.437440872192383,0.0008
25.0,0.01380874500150077,0.0082214949465038,5.381045818328857,0.0008
